DateTime,CT,SRAD,TMAX,TMIN,TDEW,RELH,WSPD,P_Mesonet,WDIR,WMAX,PRES,TAIR,Irrigation,P_Mesonet,IP
8/8/2020 18:30,308.55,119,308.15,307.55,290.35,36,15,0,160,21,28.5,308.15,0,0,0
8/8/2020 18:45,308.05,74,307.55,307.05,290.35,37,13,0,157,19,28.5,307.55,0,0,0
8/8/2020 19:00,307.75,33,307.05,307.05,289.85,36,14,0,159,19,28.5,307.05,0,0,0
8/8/2020 19:15,307.45,11,306.45,306.45,289.25,36,13,0,162,17,28.5,306.45,0,0,0
8/8/2020 19:30,306.85,2,306.45,305.95,289.25,37,12,0,159,15,28.5,305.95,0,0,0
8/8/2020 19:45,306.35,0,305.35,304.85,289.25,38,10,0,156,15,28.5,305.35,0,0,0
8/8/2020 20:00,305.45,0,304.25,303.75,289.25,41,9,0,145,11,28.5,303.75,0,0,0
8/8/2020 20:15,305.05,0,303.75,303.75,289.25,42,11,0,149,16,28.5,303.75,0,0,0
8/8/2020 20:30,304.45,0,304.25,304.25,288.75,39,12,0,152,17,28.5,304.25,0,0,0
8/8/2020 20:45,303.65,0,304.25,303.75,288.15,38,12,0,151,15,28.5,304.25,0,0,0
8/8/2020 21:00,302.85,0,303.75,303.75,288.15,39,11,0,149,16,28.5,303.75,0,0,0
8/8/2020 21:15,301.65,0,303.75,303.15,288.15,40,12,0,150,17,28.5,303.75,0,0,0
8/8/2020 21:30,301.55,0,303.15,303.15,288.75,41,12,0,152,16,28.5,303.15,0,0,0
8/8/2020 21:45,302.15,0,303.15,303.15,288.75,42,12,0,155,16,28.5,303.15,0,0,0
8/8/2020 22:00,301.95,0,303.15,303.15,289.25,43,12,0,156,16,28.5,303.15,0,0,0
8/8/2020 22:15,301.55,0,303.15,303.15,289.25,43,13,0,159,18,28.5,303.15,0,0,0
8/8/2020 22:30,301.45,0,303.15,303.15,289.25,43,14,0,162,19,28.5,303.15,0,0,0
8/8/2020 22:45,301.25,0,303.15,302.55,289.25,44,13,0,163,17,28.5,302.55,0,0,0
8/8/2020 23:00,301.05,0,302.55,302.05,289.25,45,11,0,164,15,28.5,302.55,0,0,0
8/8/2020 23:15,300.85,0,302.05,301.45,289.25,47,10,0,167,13,28.5,302.05,0,0,0
8/8/2020 23:30,300.85,0,301.45,301.45,289.25,49,9,0,172,11,28.6,301.45,0,0,0
8/8/2020 23:45,300.95,0,300.95,300.95,289.25,49,8,0,172,11,28.6,300.95,0,0,0
8/9/2020 0:00,300.55,0,300.95,300.35,289.85,51,8,0,168,10,28.6,300.95,0,0,0
8/9/2020 0:15,300.05,0,300.35,300.35,289.85,52,8,0,165,11,28.6,300.35,0,0,0
8/9/2020 0:30,299.55,0,300.35,300.35,289.25,52,9,0,156,11,28.5,300.35,0,0,0
8/9/2020 0:45,298.95,0,300.35,299.85,289.25,52,10,0,150,12,28.5,299.85,0,0,0
8/9/2020 1:00,298.75,0,299.85,299.85,289.25,53,9,0,148,12,28.5,299.85,0,0,0
8/9/2020 1:15,298.25,0,299.25,299.25,289.25,54,9,0,146,11,28.5,299.25,0,0,0
8/9/2020 1:30,298.05,0,298.75,298.15,289.25,57,8,0,143,9,28.5,298.75,0,0,0
8/9/2020 1:45,297.95,0,298.15,298.15,289.85,59,8,0,147,11,28.5,298.15,0,0,0
8/9/2020 2:00,298.25,0,298.15,298.15,289.85,59,8,0,151,11,28.5,298.15,0,0,0
8/9/2020 2:15,298.05,0,298.15,297.55,289.85,60,8,0,150,10,28.5,298.15,0,0,0
8/9/2020 2:30,297.65,0,298.15,298.15,289.85,61,8,0,156,10,28.5,298.15,0,0,0
8/9/2020 2:45,297.05,0,298.15,298.15,289.85,61,8,0,161,10,28.5,298.15,0,0,0
8/9/2020 3:00,296.85,0,297.55,297.55,289.85,62,8,0,161,10,28.5,297.55,0,0,0
8/9/2020 3:15,296.75,0,297.55,297.55,290.35,63,8,0,158,10,28.5,297.55,0,0,0
8/9/2020 3:30,296.45,0,297.55,297.55,289.85,63,8,0,158,10,28.5,297.55,0,0,0
8/9/2020 3:45,296.45,0,297.55,297.05,290.35,64,8,0,158,10,28.5,297.55,0,0,0
8/9/2020 4:00,295.95,0,297.55,297.55,290.35,64,8,0,161,11,28.5,297.55,0,0,0
8/9/2020 4:15,295.75,0,297.55,297.05,289.85,64,7,0,154,10,28.5,297.05,0,0,0
8/9/2020 4:30,295.65,0,297.05,296.45,289.85,66,7,0,140,9,28.6,296.45,0,0,0
8/9/2020 4:45,295.75,0,296.45,295.95,289.85,68,8,0,147,13,28.6,295.95,0,0,0
8/9/2020 5:00,295.65,0,297.05,296.45,289.85,65,11,0,160,14,28.6,297.05,0,0,0
8/9/2020 5:15,295.45,0,297.05,296.45,289.85,65,10,0,172,13,28.6,297.05,0,0,0
8/9/2020 5:30,295.45,0,296.45,295.95,290.35,69,9,0,178,11,28.6,295.95,0,0,0
8/9/2020 5:45,295.15,4,295.95,295.35,290.35,71,8,0,179,10,28.6,295.95,0,0,0
8/9/2020 6:00,294.95,18,295.95,295.95,290.35,71,8,0,184,9,28.6,295.95,0,0,0
8/9/2020 6:15,295.65,48,296.45,295.95,290.35,70,8,0,177,10,28.6,296.45,0,0,0
8/9/2020 6:30,295.35,95,297.05,296.45,290.35,68,8,0,176,11,28.6,297.05,0,0,0
8/9/2020 6:45,294.85,140,297.55,297.05,290.95,67,9,0,174,12,28.6,297.55,0,0,0
8/9/2020 7:00,294.55,186,298.75,298.15,291.45,65,9,0,177,12,28.6,298.15,0,0,0
8/9/2020 7:15,294.75,235,299.25,298.75,291.45,63,10,0,181,14,28.6,299.25,0,0,0
8/9/2020 7:30,295.25,285,300.35,299.85,292.05,61,12,0,186,20,28.6,299.85,0,0,0
8/9/2020 7:45,295.95,338,300.95,300.35,292.05,59,13,0,191,17,28.6,300.35,0,0,0
8/9/2020 8:00,296.85,389,300.95,300.95,292.55,59,13,0,198,19,28.6,300.95,0,0,0
8/9/2020 8:15,297.85,440,301.45,301.45,293.15,60,12,0,203,18,28.6,301.45,0,0,0
8/9/2020 8:30,298.85,477,302.05,302.05,293.75,60,13,0,204,18,28.6,302.05,0,0,0
8/9/2020 8:45,299.85,538,302.55,302.55,293.75,60,13,0,204,19,28.6,302.55,0,0,0
8/9/2020 9:00,300.65,585,303.15,303.15,294.25,59,13,0,204,18,28.6,303.15,0,0,0
8/9/2020 9:15,301.35,631,303.75,303.75,294.25,58,12,0,203,20,28.6,303.75,0,0,0
8/9/2020 9:30,302.05,675,304.25,303.75,294.25,56,13,0,202,19,28.6,304.25,0,0,0
8/9/2020 9:45,302.65,718,304.85,304.25,294.85,56,13,0,205,19,28.6,304.25,0,0,0
8/9/2020 10:00,303.25,756,305.35,304.85,294.25,54,13,0,205,21,28.6,304.85,0,0,0
8/9/2020 10:15,303.95,788,305.35,305.35,294.85,53,12,0,202,16,28.6,305.35,0,0,0
8/9/2020 10:30,304.55,819,305.95,305.95,294.25,51,13,0,205,19,28.6,305.95,0,0,0
8/9/2020 10:45,305.45,846,306.45,305.95,294.25,50,13,0,199,19,28.6,306.45,0,0,0
8/9/2020 11:00,305.95,871,306.45,306.45,294.25,49,13,0,200,22,28.6,306.45,0,0,0
8/9/2020 11:15,306.65,890,307.05,307.05,294.25,47,13,0,197,21,28.6,307.05,0,0,0
8/9/2020 11:30,307.35,908,307.55,307.05,293.75,45,13,0,200,20,28.6,307.05,0,0,0
8/9/2020 11:45,307.75,920,307.55,307.55,293.75,45,14,0,199,20,28.5,307.55,0,0,0
8/9/2020 12:00,308.25,930,307.55,307.55,293.75,44,14,0,194,20,28.5,307.55,0,0,0
8/9/2020 12:15,308.65,937,308.15,308.15,293.15,41,15,0,182,23,28.5,308.15,0,0,0
8/9/2020 12:30,309.05,940,308.75,308.15,292.55,40,16,0,177,26,28.5,308.15,0,0,0
8/9/2020 12:45,309.75,936,308.75,308.75,292.55,38,17,0,172,24,28.5,308.75,0,0,0
8/9/2020 13:00,309.75,934,308.75,308.75,292.05,38,17,0,177,25,28.5,308.75,0,0,0
8/9/2020 13:15,310.15,927,308.75,308.75,292.05,38,16,0,185,23,28.5,308.75,0,0,0
8/9/2020 13:30,310.55,915,309.25,308.75,292.55,38,15,0,184,24,28.5,309.25,0,0,0
8/9/2020 13:45,310.45,900,309.85,309.25,291.45,35,17,0,173,28,28.5,309.25,0,0,0
8/9/2020 14:00,310.65,883,309.25,309.25,291.45,36,17,0,181,25,28.5,309.25,0,0,0
8/9/2020 14:15,310.75,858,309.85,309.25,291.45,35,17,0,181,26,28.5,309.25,0,0,0
8/9/2020 14:30,311.15,831,309.85,309.25,291.45,35,15,0,176,24,28.5,309.85,0,0,0
8/9/2020 14:45,311.35,800,309.85,309.25,291.45,34,16,0,175,27,28.5,309.85,0,0,0
8/9/2020 15:00,311.35,765,309.85,309.25,292.05,36,14,0,176,24,28.5,309.85,0,0,0
8/9/2020 15:15,311.15,729,309.85,309.85,291.45,34,16,0,177,26,28.5,309.85,0,0,0
8/9/2020 15:30,311.45,691,309.85,309.85,290.95,33,17,0,174,29,28.5,309.85,0,0,0
8/9/2020 15:45,311.45,647,309.85,309.25,291.45,35,15,0,180,21,28.5,309.25,0,0,0
8/9/2020 16:00,311.45,605,309.85,309.25,291.45,35,15,0,183,25,28.5,309.25,0,0,0
8/9/2020 16:15,311.55,558,309.85,309.25,291.45,34,15,0,175,23,28.5,309.85,0,0,0
8/9/2020 16:30,310.95,496,309.85,309.25,290.95,34,17,0,165,28,28.5,309.85,0,0,0
8/9/2020 16:45,311.05,463,309.85,309.85,290.95,33,15,0,167,25,28.5,309.85,0,0,0
8/9/2020 17:00,310.75,412,309.25,308.75,291.45,36,13,0,177,20,28.5,309.25,0,0,0
8/9/2020 17:15,310.55,363,309.25,309.25,291.45,35,16,0,161,23,28.5,309.25,0,0,0
8/9/2020 17:30,310.35,312,309.25,308.75,290.95,35,15,0,171,22,28.5,309.25,0,0,0
8/9/2020 17:45,309.95,261,308.75,308.75,290.95,35,14,0,159,21,28.4,308.75,0,0,0
8/9/2020 18:00,309.65,212,308.75,308.75,290.95,35,15,0,166,22,28.4,308.75,0,0,0
8/9/2020 18:15,309.25,165,308.15,308.15,290.95,36,14,0,160,18,28.4,308.15,0,0,0
8/9/2020 18:30,308.85,120,308.15,307.55,290.95,37,13,0,159,19,28.5,307.55,0,0,0
8/9/2020 18:45,308.45,74,307.55,307.05,290.35,37,13,0,159,18,28.5,307.55,0,0,0
8/9/2020 19:00,307.85,34,307.05,306.45,290.35,38,12,0,161,17,28.5,307.05,0,0,0
8/9/2020 19:15,307.45,10,306.45,305.95,290.35,39,11,0,160,16,28.5,305.95,0,0,0
8/9/2020 19:30,306.95,1,305.35,305.35,290.35,40,10,0,159,15,28.5,305.35,0,0,0
8/9/2020 19:45,306.15,0,304.85,304.25,290.35,42,9,0,155,13,28.5,304.85,0,0,0
8/9/2020 20:00,305.55,0,303.75,303.15,290.35,45,9,0,145,11,28.5,303.75,0,0,0
8/9/2020 20:15,304.85,0,303.75,303.15,289.85,44,10,0,147,12,28.5,303.75,0,0,0
8/9/2020 20:30,304.05,0,303.75,303.75,289.85,44,10,0,148,12,28.5,303.75,0,0,0
8/9/2020 20:45,303.25,0,303.75,303.15,289.85,44,10,0,148,12,28.5,303.15,0,0,0
8/9/2020 21:00,302.55,0,303.15,303.15,289.25,44,10,0,140,13,28.5,303.15,0,0,0
8/9/2020 21:15,301.65,0,303.15,303.15,289.25,44,11,0,140,15,28.5,303.15,0,0,0
8/9/2020 21:30,301.65,0,303.15,302.55,289.85,45,11,0,137,15,28.5,303.15,0,0,0
8/9/2020 21:45,301.75,0,302.55,302.55,289.85,46,10,0,138,13,28.5,302.55,0,0,0
8/9/2020 22:00,301.55,0,302.05,302.05,289.85,48,10,0,138,13,28.5,302.05,0,0,0
8/9/2020 22:15,301.25,0,302.05,302.05,289.85,48,10,0,138,13,28.5,302.05,0,0,0
8/9/2020 22:30,301.15,0,302.05,302.05,290.35,49,11,0,140,14,28.5,302.05,0,0,0
8/9/2020 22:45,301.15,0,302.05,301.45,290.35,49,10,0,135,14,28.5,301.45,0,0,0
8/9/2020 23:00,300.85,0,301.45,300.95,290.35,52,9,0,135,12,28.5,300.95,0,0,0
8/9/2020 23:15,300.55,0,300.95,300.95,290.35,53,10,0,139,15,28.5,300.95,0,0,0
8/9/2020 23:30,300.35,0,300.95,300.95,290.35,53,11,0,141,15,28.5,300.95,0,0,0
8/9/2020 23:45,300.45,0,300.95,300.35,290.35,54,10,0,141,13,28.5,300.35,0,0,0
8/10/2020 0:00,300.15,0,300.35,300.35,290.35,55,10,0,144,12,28.5,300.35,0,0,0
8/10/2020 0:15,299.65,0,299.85,299.85,290.35,56,10,0,145,13,28.5,299.85,0,0,0
8/10/2020 0:30,299.45,0,299.85,299.85,290.95,57,10,0,149,13,28.5,299.85,0,0,0
8/10/2020 0:45,299.45,0,299.85,299.85,290.95,58,9,0,144,13,28.5,299.85,0,0,0
8/10/2020 1:00,299.05,0,299.25,299.25,290.95,60,8,0,141,11,28.5,299.25,0,0,0
8/10/2020 1:15,298.95,0,298.75,298.75,290.95,61,8,0,144,11,28.5,298.75,0,0,0
8/10/2020 1:30,298.65,0,298.75,298.75,290.95,62,8,0,151,10,28.5,298.75,0,0,0
8/10/2020 1:45,298.75,0,299.25,298.75,290.95,62,9,0,152,11,28.5,298.75,0,0,0
8/10/2020 2:00,298.55,0,299.25,299.25,290.95,60,8,0,161,11,28.5,299.25,0,0,0
8/10/2020 2:15,297.95,0,299.25,299.25,290.95,61,9,0,161,12,28.5,299.25,0,0,0
8/10/2020 2:30,297.65,0,299.25,299.25,290.95,61,10,0,165,13,28.5,299.25,0,0,0
8/10/2020 2:45,297.55,0,299.25,299.25,290.95,61,10,0,168,12,28.5,299.25,0,0,0
8/10/2020 3:00,297.65,0,299.25,299.25,290.95,60,10,0,168,13,28.5,299.25,0,0,0
8/10/2020 3:15,297.55,0,299.25,299.25,290.95,60,11,0,170,14,28.5,299.25,0,0,0
8/10/2020 3:30,297.25,0,299.25,299.25,290.95,59,11,0,173,15,28.5,299.25,0,0,0
8/10/2020 3:45,297.35,0,299.25,299.25,290.35,58,12,0,176,15,28.5,299.25,0,0,0
8/10/2020 4:00,297.45,0,299.85,299.85,290.35,57,11,0,176,16,28.5,299.85,0,0,0
8/10/2020 4:15,297.55,0,299.25,299.25,290.35,58,11,0,178,14,28.5,299.25,0,0,0
8/10/2020 4:30,297.55,0,298.75,298.75,290.35,60,9,0,176,11,28.5,298.75,0,0,0
8/10/2020 4:45,297.75,0,298.15,297.55,290.35,63,8,0,172,10,28.5,298.15,0,0,0
8/10/2020 5:00,297.85,0,297.55,297.55,290.95,66,8,0,172,9,28.5,297.55,0,0,0
8/10/2020 5:15,297.95,0,297.55,297.05,290.95,67,8,0,172,9,28.5,297.55,0,0,0
8/10/2020 5:30,297.75,1,297.05,297.05,290.95,68,7,0,168,9,28.5,297.05,0,0,0
8/10/2020 5:45,297.25,7,297.55,297.05,290.95,67,9,0,163,12,28.5,297.05,0,0,0
8/10/2020 6:00,296.45,22,298.15,297.55,290.35,64,10,0,164,13,28.5,298.15,0,0,0
8/10/2020 6:15,295.95,57,298.15,298.15,290.95,64,10,0,164,13,28.5,298.15,0,0,0
8/10/2020 6:30,295.75,97,298.15,298.15,290.95,64,10,0,162,13,28.5,298.15,0,0,0
8/10/2020 6:45,295.55,150,298.75,298.75,291.45,64,9,0,166,13,28.5,298.75,0,0,0
8/10/2020 7:00,295.65,194,299.85,299.25,292.05,63,8,0,171,12,28.5,299.25,0,0,0
8/10/2020 7:15,296.15,233,299.85,299.85,292.05,62,9,0,173,13,28.5,299.85,0,0,0
8/10/2020 7:30,296.65,281,300.35,300.35,292.05,60,11,0,176,15,28.5,300.35,0,0,0
8/10/2020 7:45,296.95,332,300.95,300.95,292.55,61,10,0,188,15,28.5,300.95,0,0,0
8/10/2020 8:00,297.75,382,301.45,301.45,292.55,58,12,0,199,17,28.5,301.45,0,0,0
8/10/2020 8:15,298.65,431,301.45,301.45,292.55,59,11,0,197,16,28.5,301.45,0,0,0
8/10/2020 8:30,299.45,467,302.05,302.05,293.15,58,12,0,198,16,28.5,302.05,0,0,0
8/10/2020 8:45,300.15,527,302.55,302.55,293.15,56,12,0,198,17,28.5,302.55,0,0,0
8/10/2020 9:00,300.95,573,303.15,302.55,293.15,56,11,0,201,17,28.5,303.15,0,0,0
8/10/2020 9:15,301.55,629,303.75,303.75,293.75,55,11,0,211,16,28.5,303.75,0,0,0
8/10/2020 9:30,302.15,674,304.25,303.75,293.75,54,11,0,205,16,28.5,304.25,0,0,0
8/10/2020 9:45,302.75,713,304.85,304.25,293.15,52,12,0,205,18,28.5,304.25,0,0,0
8/10/2020 10:00,303.45,746,304.85,304.85,293.15,50,13,0,198,17,28.5,304.85,0,0,0
8/10/2020 10:15,304.15,776,305.35,304.85,293.15,49,13,0,196,18,28.5,305.35,0,0,0
8/10/2020 10:30,305.25,805,305.35,305.35,293.15,49,12,0,195,18,28.5,305.35,0,0,0
8/10/2020 10:45,305.55,832,305.95,305.35,293.15,48,12,0,193,18,28.5,305.95,0,0,0
8/10/2020 11:00,306.25,858,305.95,305.95,293.15,47,11,0,200,16,28.5,305.95,0,0,0
8/10/2020 11:15,306.75,878,306.45,305.95,293.15,46,12,0,204,16,28.5,305.95,0,0,0
8/10/2020 11:30,307.25,894,307.05,306.45,293.15,45,12,0,201,19,28.5,306.45,0,0,0
8/10/2020 11:45,307.85,909,307.55,306.45,292.55,43,13,0,195,21,28.5,307.05,0,0,0
8/10/2020 12:00,308.35,925,307.55,307.55,291.45,39,13,0,187,21,28.5,307.55,0,0,0
8/10/2020 12:15,308.75,931,307.55,307.55,291.45,39,13,0,193,17,28.5,307.55,0,0,0
8/10/2020 12:30,309.25,934,308.15,308.15,292.05,39,12,0,190,19,28.5,308.15,0,0,0
8/10/2020 12:45,310.05,931,308.75,308.15,291.45,38,13,0,188,20,28.5,308.15,0,0,0
8/10/2020 13:00,310.05,929,308.75,308.15,291.45,36,14,0,177,24,28.5,308.75,0,0,0
8/10/2020 13:15,310.05,922,308.75,308.75,290.95,36,14,0,181,22,28.5,308.75,0,0,0
8/10/2020 13:30,310.45,909,309.25,308.75,291.45,36,15,0,188,23,28.5,308.75,0,0,0
8/10/2020 13:45,311.05,895,309.25,308.75,291.45,35,16,0,177,26,28.5,309.25,0,0,0
8/10/2020 14:00,311.55,873,309.25,308.75,291.45,36,15,0,180,24,28.5,309.25,0,0,0
8/10/2020 14:15,311.35,865,309.25,309.25,291.45,35,15,0,183,21,28.5,309.25,0,0,0
8/10/2020 14:30,311.45,833,309.85,309.85,291.45,34,15,0,175,28,28.5,309.85,0,0,0
8/10/2020 14:45,311.95,798,309.85,309.85,290.35,32,16,0,173,23,28.5,309.85,0,0,0
8/10/2020 15:00,311.75,796,309.85,309.85,290.35,33,16,0,182,23,28.4,309.85,0,0,0
8/10/2020 15:15,311.95,790,309.85,309.85,290.95,33,15,0,180,22,28.4,309.85,0,0,0
8/10/2020 15:30,311.75,735,309.85,309.85,290.95,33,16,0,181,23,28.4,309.85,0,0,0
8/10/2020 15:45,311.95,594,309.85,309.25,290.35,32,15,0,174,23,28.4,309.85,0,0,0
8/10/2020 16:00,311.75,630,309.85,309.25,290.35,32,14,0,181,22,28.4,309.85,0,0,0
8/10/2020 16:15,311.85,560,309.85,309.25,290.95,33,15,0,184,22,28.4,309.25,0,0,0
8/10/2020 16:30,312.15,495,309.85,309.25,290.35,33,15,0,181,23,28.4,309.25,0,0,0
8/10/2020 16:45,311.75,460,309.25,309.25,290.95,34,14,0,184,19,28.4,309.25,0,0,0
8/10/2020 17:00,311.25,410,309.25,309.25,290.35,33,15,0,181,23,28.4,309.25,0,0,0
8/10/2020 17:15,311.05,360,308.75,308.75,289.85,33,15,0,179,22,28.4,308.75,0,0,0
8/10/2020 17:30,310.55,307,308.75,308.75,289.85,33,15,0,178,22,28.4,308.75,0,0,0
8/10/2020 17:45,310.35,258,308.75,308.75,289.85,33,15,0,177,21,28.4,308.75,0,0,0
8/10/2020 18:00,309.85,209,308.15,308.15,289.85,33,14,0,180,19,28.4,308.15,0,0,0
8/10/2020 18:15,309.45,163,307.55,307.55,289.25,33,14,0,178,19,28.4,307.55,0,0,0
8/10/2020 18:30,309.05,119,307.55,307.55,288.15,32,14,0,177,21,28.4,307.55,0,0,0
8/10/2020 18:45,308.55,72,307.05,306.45,288.15,32,12,0,176,16,28.4,307.05,0,0,0
8/10/2020 19:00,308.05,25,306.45,305.95,288.15,33,11,0,174,14,28.4,306.45,0,0,0
8/10/2020 19:15,307.65,4,305.35,304.25,288.75,37,9,0,163,11,28.4,304.85,0,0,0
8/10/2020 19:30,307.15,1,304.25,303.75,288.75,40,9,0,151,12,28.4,304.25,0,0,0
8/10/2020 19:45,306.05,0,303.75,303.15,289.85,43,9,0,145,11,28.4,303.15,0,0,0
8/10/2020 20:00,305.15,0,303.75,303.15,289.85,43,9,0,145,11,28.4,303.75,0,0,0
8/10/2020 20:15,303.95,0,303.15,303.15,289.85,44,9,0,136,10,28.4,303.15,0,0,0
8/10/2020 20:30,302.55,0,303.15,302.05,289.25,45,8,0,115,9,28.4,302.55,0,0,0
8/10/2020 20:45,301.95,0,302.55,302.05,289.85,46,9,0,119,10,28.4,302.05,0,0,0
8/10/2020 21:00,301.45,0,302.05,302.05,289.25,47,9,0,108,11,28.4,302.05,0,0,0
8/10/2020 21:15,301.65,0,302.05,301.45,289.25,47,7,0,83,10,28.5,302.05,0,0,0
8/10/2020 21:30,301.05,0,303.15,301.45,289.25,45,16,0,343,40,28.5,302.55,0,0,0
8/10/2020 21:45,300.45,0,302.55,302.05,287.55,42,21,0,235,32,28.5,302.05,0,0,0
8/10/2020 22:00,300.55,0,300.35,297.05,290.35,62,23,1.8,123,34,28.5,298.15,0,1.8,1.8
8/10/2020 22:15,300.65,0,297.05,297.05,290.95,69,18,0,22,29,28.5,297.05,0,0,0
8/10/2020 22:30,300.85,0,297.05,296.45,290.95,70,16,0,33,25,28.5,297.05,0,0,0
8/10/2020 22:45,302.15,0,295.95,295.35,291.45,76,15,0,55,23,28.5,295.95,0,0,0
8/10/2020 23:00,301.75,0,295.95,295.35,291.45,76,18,0,53,23,28.5,295.95,0,0,0
8/10/2020 23:15,294.35,0,295.95,295.35,291.45,76,15,0,56,22,28.5,295.95,0,0,0
8/10/2020 23:30,294.45,0,295.95,295.35,291.45,77,16,0,62,20,28.5,295.95,0,0,0
8/10/2020 23:45,294.75,0,296.45,295.95,291.45,74,14,0,71,20,28.5,295.95,0,0,0
8/11/2020 0:00,294.45,0,296.45,295.95,291.45,75,12,0,75,18,28.5,296.45,0,0,0
8/11/2020 0:15,294.75,0,297.05,296.45,291.45,71,16,0,90,21,28.5,297.05,0,0,0
8/11/2020 0:30,294.75,0,297.05,296.45,291.45,72,16,0,84,25,28.5,296.45,0,0,0
8/11/2020 0:45,295.05,0,296.45,295.95,291.45,75,15,0,78,22,28.5,296.45,0,0,0
8/11/2020 1:00,295.45,0,296.45,296.45,290.95,72,14,0,95,20,28.5,296.45,0,0,0
8/11/2020 1:15,295.95,0,296.45,295.95,290.95,72,14,0,90,17,28.4,296.45,0,0,0
8/11/2020 1:30,295.75,0,296.45,296.45,290.35,70,11,0,115,16,28.4,296.45,0,0,0
8/11/2020 1:45,295.45,0,297.05,296.45,290.35,68,12,0,117,18,28.5,297.05,0,0,0
8/11/2020 2:00,295.15,0,297.05,296.45,290.35,68,8,0,155,11,28.5,296.45,0,0,0
8/11/2020 2:15,295.35,0,296.45,295.95,290.35,69,8,0,166,12,28.5,296.45,0,0,0
8/11/2020 2:30,295.05,0,295.35,295.35,290.95,75,6,0,221,8,28.5,295.35,0,0,0
8/11/2020 2:45,294.95,0,295.35,294.85,290.35,75,7,0,214,10,28.5,295.35,0,0,0
8/11/2020 3:00,295.35,0,295.35,295.35,290.95,76,5,0,156,7,28.5,295.35,0,0,0
8/11/2020 3:15,294.85,0,295.35,294.85,290.35,75,4,0,133,6,28.5,295.35,0,0,0
8/11/2020 3:30,294.45,0,294.85,294.25,290.95,79,3,0,96,5,28.5,294.85,0,0,0
8/11/2020 3:45,293.85,0,294.25,293.75,290.95,84,4,0,59,5,28.5,293.75,0,0,0
8/11/2020 4:00,293.65,0,294.85,293.75,290.95,84,6,0,54,8,28.5,293.75,0,0,0
8/11/2020 4:15,293.05,0,294.25,293.75,290.95,84,6,0,39,8,28.5,293.75,0,0,0
8/11/2020 4:30,292.65,0,294.25,293.75,290.95,84,5,0,133,8,28.5,293.75,0,0,0
8/11/2020 4:45,292.45,0,293.75,293.15,290.95,87,3,0,317,4,28.5,293.75,0,0,0
8/11/2020 5:00,292.35,0,293.75,293.15,290.95,87,3,0,336,4,28.5,293.15,0,0,0
8/11/2020 5:15,292.35,0,293.15,293.15,291.45,89,3,0,340,4,28.5,293.15,0,0,0
8/11/2020 5:30,292.15,0,293.15,293.15,291.45,91,3,0,234,4,28.5,293.15,0,0,0
8/11/2020 5:45,292.05,3,293.15,293.15,291.45,90,4,0,348,4,28.5,293.15,0,0,0
8/11/2020 6:00,291.85,15,293.15,292.55,291.45,91,3,0,347,4,28.5,293.15,0,0,0
8/11/2020 6:15,291.75,43,293.75,293.15,291.45,90,4,0,123,5,28.5,293.15,0,0,0
8/11/2020 6:30,291.65,87,294.25,293.75,292.05,90,5,0,4,5,28.5,293.75,0,0,0
8/11/2020 6:45,291.65,130,295.35,294.25,292.55,87,5,0,28,6,28.5,294.85,0,0,0
8/11/2020 7:00,291.65,178,296.45,295.95,292.05,77,5,0,46,9,28.5,296.45,0,0,0
8/11/2020 7:15,291.85,227,296.45,296.45,292.55,77,7,0,59,9,28.5,296.45,0,0,0
8/11/2020 7:30,292.55,277,297.55,297.05,293.15,77,8,0,62,10,28.5,297.05,0,0,0
8/11/2020 7:45,293.65,329,297.55,297.55,293.15,75,8,0,82,10,28.5,297.55,0,0,0
8/11/2020 8:00,294.85,380,298.15,298.15,292.55,72,6,0,112,10,28.5,298.15,0,0,0
8/11/2020 8:15,295.85,429,298.75,298.75,293.15,71,6,0,117,9,28.5,298.75,0,0,0
8/11/2020 8:30,296.35,466,300.35,299.25,293.15,68,6,0,131,9,28.5,299.85,0,0,0
8/11/2020 8:45,297.25,528,300.95,300.35,293.75,65,6,0,152,10,28.5,300.35,0,0,0
8/11/2020 9:00,298.15,575,301.45,300.95,293.75,64,6,0,173,9,28.5,300.95,0,0,0
8/11/2020 9:15,298.85,620,302.05,301.45,293.75,63,6,0,184,9,28.5,301.45,0,0,0
8/11/2020 9:30,299.65,663,302.55,302.05,293.75,60,4,0,197,7,28.5,302.55,0,0,0
8/11/2020 9:45,300.75,704,303.15,302.55,293.75,56,2,0,294,4,28.5,303.15,0,0,0
8/11/2020 10:00,301.55,742,304.25,303.15,293.15,54,2,0,249,4,28.5,303.75,0,0,0
8/11/2020 10:15,302.35,785,304.85,304.85,293.15,50,2,0,143,8,28.5,304.85,0,0,0
8/11/2020 10:30,303.25,825,305.35,304.85,294.85,54,7,0,218,14,28.5,305.35,0,0,0
8/11/2020 10:45,304.35,747,305.35,304.85,293.75,51,9,0,224,15,28.5,305.35,0,0,0
8/11/2020 11:00,305.25,705,305.95,305.35,294.25,51,8,0,248,12,28.5,305.35,0,0,0
8/11/2020 11:15,305.65,773,305.95,305.95,293.75,48,5,0,252,9,28.5,305.95,0,0,0
8/11/2020 11:30,307.05,877,307.05,307.05,292.55,43,3,0,233,6,28.5,307.05,0,0,0
8/11/2020 11:45,307.65,682,308.15,307.05,293.15,43,4,0,224,9,28.5,307.55,0,0,0
